FISCAL_YR,Channel,total_net_sales,total_custs,FISCAL_QTR,recency_net_sales_total,recency_cust_total,Recency,chan_rec_sales_pct,chan_rec_cust_pct,chan_rec_seg_sales,chan_rec__seg_custs,Customer_Type,Segment,chan_rec_sales,chan_rec__custs,sales_pct,cust_pct,d_p_cust
2018,R,101147783.425687,579260,4,7454824.03007457,63497,0,7.37022975451717e-002,0.109617442944446,6644854.8863912,58418,NTB_1,1,7282058.24922242,60545,0.9124968,0.9648691,113.746702838016
2018,R,101147783.425687,579260,4,7454824.03007457,63497,0,7.37022975451717e-002,0.109617442944446,637203.362831227,2127,NTB__Omni,_Omni,7282058.24922242,60545,8.750319e-002,3.51309e-002,299.57844985013
2018,D,57218098.9717621,401995,1,47128194.7391371,305170,1,0.823658869938959,0.759138795258647,34977859.0683494,210140,Existing_1,1,53054905.5138067,262268,0.6592766,0.8012415,166.450266814264
2018,D,57218098.9717621,401995,1,47128194.7391371,305170,1,0.823658869938959,0.759138795258647,18077046.4454574,52128,Existing__Omni,_Omni,53054905.5138067,262268,0.3407234,0.1987585,346.781891602543
2018,D,57240221.0866218,421974,2,47338031.9416908,321053,1,0.827006448316369,0.760835975676227,34488633.0921204,215048,Existing_1,1,51405239.6225147,267671,0.6709167,0.8034042,160.376441967005
2018,D,57240221.0866218,421974,2,47338031.9416908,321053,1,0.827006448316369,0.760835975676227,16916606.5303943,52623,Existing__Omni,_Omni,51405239.6225147,267671,0.3290833,0.1965958,321.467923348997
2018,D,56029496.3523296,377032,3,46355152.6176924,288485,1,0.827334808190989,0.765147255405377,34465348.0001584,200182,Existing_1,1,52258020.3113963,249609,0.6595227,0.8019823,172.170065241422
2018,D,56029496.3523296,377032,3,46355152.6176924,288485,1,0.827334808190989,0.765147255405377,17792672.3112379,49427,Existing__Omni,_Omni,52258020.3113963,249609,0.3404773,0.1980177,359.978803310699
2018,D,59339274.0592157,447606,4,48780570.790099,333072,1,0.822062142880617,0.744118711545422,35510246.086998,224283,Existing_1,1,53588882.5451309,283364,0.6626421,0.7915014,158.327854037078
2018,D,59339274.0592157,447606,4,48780570.790099,333072,1,0.822062142880617,0.744118711545422,18078636.4581329,59081,Existing__Omni,_Omni,53588882.5451309,283364,0.337358,0.2084986,305.997468867029
2018,R,115160816.520504,537651,1,90897797.2960868,387094,1,0.789311851396109,0.719972621644896,66514225.4794597,292064,Existing_1,1,84971086.5214187,334966,0.7827865,0.8719213,227.738528128971
2018,R,115160816.520504,537651,1,90897797.2960868,387094,1,0.789311851396109,0.719972621644896,18456861.041959,42902,Existing__Omni,_Omni,84971086.5214187,334966,0.2172134,0.1280787,430.209804716773
2018,R,115125098.256748,596261,2,89348769.0986297,420785,1,0.776101566483509,0.705706058253013,64373299.9498201,314780,Existing_1,1,85281561.4178072,368162,0.7548326,0.8550041,204.502509529894
2018,R,115125098.256748,596261,2,89348769.0986297,420785,1,0.776101566483509,0.705706058253013,20908261.4679871,53382,Existing__Omni,_Omni,85281561.4178072,368162,0.2451674,0.144996,391.67250136726
2018,R,112007643.436303,529358,3,90405901.3021188,391004,1,0.807140464066017,0.73863812391614,67197065.7362264,302701,Existing_1,1,84503033.6084158,341577,0.795203,0.8861867,221.991555152531
2018,R,112007643.436303,529358,3,90405901.3021188,391004,1,0.807140464066017,0.73863812391614,17305967.8721894,38876,Existing__Omni,_Omni,84503033.6084158,341577,0.204797,0.1138133,445.15814055431
2018,R,101147783.425687,579260,4,80160283.6855594,408885,1,0.792506577709169,0.705874736733073,56537728.0013482,300096,Existing_1,1,75351971.9305283,349804,0.7503152,0.8578976,188.398805719997
2018,R,101147783.425687,579260,4,80160283.6855594,408885,1,0.792506577709169,0.705874736733073,18814243.9291801,49708,Existing__Omni,_Omni,75351971.9305283,349804,0.2496848,0.1421024,378.49529108353
2018,D,57218098.9717621,401995,1,6414162.11350298,60238,2,0.112100231024251,0.149847634920832,5706437.58199477,51494,React_1,1,6781020.34517084,56169,0.8415308,0.916769,110.817524022115
2018,D,57218098.9717621,401995,1,6414162.11350298,60238,2,0.112100231024251,0.149847634920832,1074582.76317607,4675,React__Omni,_Omni,6781020.34517084,56169,0.1584692,8.323096e-002,229.857275545684
2018,D,57240221.0866218,421974,2,6130171.51634169,61984,2,0.107095524789551,0.146890566717381,5325403.2226119,51449,React_1,1,6432964.77819063,56662,0.8278303,0.9079983,103.508391273142
2018,D,57240221.0866218,421974,2,6130171.51634169,61984,2,0.107095524789551,0.146890566717381,1107561.55557873,5213,React__Omni,_Omni,6432964.77819063,56662,0.1721697,9.200169e-002,212.46145320904
2018,D,56029496.3523296,377032,3,6236243.51717281,55832,2,0.111302865868319,0.148082921343546,5543028.02195454,48198,React_1,1,6553415.19790661,52434,0.8458228,0.9192127,115.005353374715
2018,D,56029496.3523296,377032,3,6236243.51717281,55832,2,0.111302865868319,0.148082921343546,1010387.17595208,4236,React__Omni,_Omni,6553415.19790661,52434,0.1541772,8.078728e-002,238.523884785665
2018,D,59339274.0592157,447606,4,6467597.96921206,67558,2,0.108993547220647,0.150931846311265,5778194.76951337,57690,React_1,1,6856067.45135123,63402,0.8427856,0.9099082,100.159382380194
2018,D,59339274.0592157,447606,4,6467597.96921206,67558,2,0.108993547220647,0.150931846311265,1077872.68183786,5712,React__Omni,_Omni,6856067.45135123,63402,0.1572144,9.009179e-002,188.703200601867
2018,R,115160816.520504,537651,1,15488933.2419178,94888,2,0.134498292994997,0.17648623363483,13780966.6078325,86144,React_1,1,15122075.0102499,90213,0.9113145,0.9548956,159.97593109018
2018,R,115160816.520504,537651,1,15488933.2419178,94888,2,0.134498292994997,0.17648623363483,1341108.40241744,4069,React__Omni,_Omni,15122075.0102499,90213,8.868548e-002,4.510437e-002,329.591644732721
2018,R,115125098.256748,596261,2,16285791.893569,109617,2,0.141461698102086,0.18384063354806,14275965.7050928,99082,React_1,1,15982998.63172,104404,0.8931969,0.9490249,144.082332866644
2018,R,115125098.256748,596261,2,16285791.893569,109617,2,0.141461698102086,0.18384063354806,1707032.9266272,5322,React__Omni,_Omni,15982998.63172,104404,0.106803,5.097506e-002,320.750268062232
2018,R,112007643.436303,529358,3,14091506.0031981,89325,2,0.125808432093402,0.168742136701438,12566574.626622,81691,React_1,1,13774334.3224643,85089,0.9123181,0.9600654,153.830588762801
2018,R,112007643.436303,529358,3,14091506.0031981,89325,2,0.125808432093402,0.168742136701438,1207759.6958423,3398,React__Omni,_Omni,13774334.3224643,85089,8.768189e-002,3.993466e-002,355.432517905325
2018,R,101147783.425687,579260,4,13530672.1900465,106864,2,0.1337713168968,0.184483651555433,11994928.3811878,96996,React_1,1,13142202.7079073,101152,0.912703,0.9589133,123.664155028947
2018,R,101147783.425687,579260,4,13530672.1900465,106864,2,0.1337713168968,0.184483651555433,1147274.32671957,4156,React__Omni,_Omni,13142202.7079073,101152,8.729696e-002,4.108668e-002,276.052532896912
